URL,File,Require,Ensure,Include,Attribute,Hard_coded_string,Command,File_mode,SSH_KEY,Lines_of_code,Comment
0.04339207025154911,0.07002677318110545,0.04199514669729162,0.047169413660042896,0.09827073622269446,0.14456990368045694,0.15859742175255348,0.030589128708170307,0.015740274381386164,0.013488134130160076,0.2225373942752895,0.11362360305930003
0.04161119449382468,0.07777516708694407,0.037679535319609374,0.04730042512103274,0.10692947316844259,0.14786677423285438,0.17357982414272602,0.026237347856953027,0.013778421521275844,0.015314777030953687,0.19440565987551212,0.11752140014987134
0.03767569059771656,0.06090174441376912,0.04076460566900678,0.04266027642567474,0.09761959351201743,0.16716772896784676,0.15780662341487411,0.028452458926892035,0.01976111257345846,0.017189535302719976,0.20985438132715645,0.12014624886886749
0.034561094207474635,0.061073861519470946,0.0369955094529422,0.04623059372035931,0.10548416426072166,0.1497163198786587,0.16096641414130905,0.028023936943621597,0.015062571460427845,0.01703215863781439,0.22867364861357675,0.11617972716362299
0.03943286369551007,0.06583838322624821,0.03818057539449669,0.04806256153734225,0.10512821232423615,0.1560156452309467,0.17000741208101766,0.02761116084583308,0.01586577388590492,0.016982495022376802,0.20264534387324995,0.11422957288283753
0.04476809401569373,0.06688762621353234,0.03707330350067844,0.0438126915204288,0.10592969516473916,0.16270170690893337,0.15232275396380696,0.030231560277349644,0.013941981434147264,0.018400561137219072,0.2057768731653951,0.11815315269807611
0.04337025121517503,0.06109272270568529,0.041262660905655064,0.048628953499940085,0.10282823647936211,0.1500865826243606,0.17411414610560744,0.023076657739706,0.013729786638974907,0.013484242528056318,0.20593576383733195,0.12238999572014504
0.03910971379354705,0.06365544827046547,0.04101442965680441,0.04410683443821442,0.09856924392052713,0.15562907033820753,0.1601212307908123,0.024912141842194105,0.015573398424342376,0.0171780779408443,0.21886702887361975,0.12126338171042125
0.041189360418751625,0.07183110298921892,0.0398622733864081,0.042906397378098184,0.10793627698316635,0.15036326197364108,0.17115195803688982,0.02676068293704097,0.01154553152354268,0.018115568477882243,0.2008245443313569,0.1175130415640032
0.039677345330833176,0.06525846941476857,0.03784996409162513,0.043903508978764084,0.10648849947066952,0.14432196169798764,0.17378078419311108,0.02782499544999005,0.014813560811129396,0.016298664443477037,0.21228493918682154,0.11749730693082283
